From	To
Q91WC1	10090.ENSMUSP00000110986
Q9D3E6	10090.ENSMUSP00000116205
Q04695	9606.ENSP00000308452
P14174	9606.ENSP00000215754
P15392	10090.ENSMUSP00000096254
Q60520	10090.ENSMUSP00000130221
Q13315	9606.ENSP00000278616
Q13263	9606.ENSP00000253024
Q8BP48	10090.ENSMUSP00000029804
Q16514	9606.ENSP00000263974
P61978	9606.ENSP00000365439
Q99K43	10090.ENSMUSP00000129675
Q96FJ2	9606.ENSP00000477310
Q9NVP1	9606.ENSP00000263239
Q6ZQF0	10090.ENSMUSP00000035164
Q9JME5	10090.ENSMUSP00000080739
P33947	9606.ENSP00000258739
Q8IWU2	9606.ENSP00000297293
P48556	9606.ENSP00000215071
O54828	10090.ENSMUSP00000020920
P61803	9606.ENSP00000250498
Q9HCJ5	9606.ENSP00000252744
Q9Z2U0	10090.ENSMUSP00000029082
Q9BQC6	9606.ENSP00000310726
P04426	10090.ENSMUSP00000023734
Q8NAP3	9606.ENSP00000426387
O88987	10090.ENSMUSP00000093091
O75127	9606.ENSP00000292478
P21399	9606.ENSP00000309477
Q91WC3	10090.ENSMUSP00000104533
P28288	9606.ENSP00000359233
O95229	9606.ENSP00000363055
Q5VT52	9606.ENSP00000358064
Q9DBG6	10090.ENSMUSP00000112081
Q9R109	10090.ENSMUSP00000139408
Q13901	9606.ENSP00000348107
Q9NR19	9606.ENSP00000253382
Q07021	9606.ENSP00000225698
Q8IWZ3	9606.ENSP00000354085
Q9NVP2	9606.ENSP00000263382
P24472	10090.ENSMUSP00000034903
Q9DCH4	10090.ENSMUSP00000033342
Q8R2V2	10090.ENSMUSP00000134062
Q8CFI2	10090.ENSMUSP00000020550
P19525	9606.ENSP00000233057
O60927	9606.ENSP00000365963
Q32P28	9606.ENSP00000236040
P70181	10090.ENSMUSP00000025800
Q9BTK6	9606.ENSP00000326519
Q62036	10090.ENSMUSP00000101834
P51863	10090.ENSMUSP00000013304
Q8IUZ5	9606.ENSP00000310978
Q9WTT4	10090.ENSMUSP00000069482
Q8C3I8	10090.ENSMUSP00000023213
O60500	9606.ENSP00000368190
Q15436	9606.ENSP00000306881
O55203	10090.ENSMUSP00000067737
P70399	10090.ENSMUSP00000106278
Q9CPU0	10090.ENSMUSP00000024823
Q8CG03	10090.ENSMUSP00000069011
Q5NDL2	9606.ENSP00000373206
Q61286	10090.ENSMUSP00000139365
Q9QUM9	10090.ENSMUSP00000021412
O14818	9606.ENSP00000359910
P12956	9606.ENSP00000352257
Q9HCJ0	9606.ENSP00000336783
Q5S006	10090.ENSMUSP00000052584
P70296	10090.ENSMUSP00000048425
P35583	10090.ENSMUSP00000045918
Q9Z2R9	10090.ENSMUSP00000098056
Q61502	10090.ENSMUSP00000127877
P40630	10090.ENSMUSP00000090086
Q99JW2	10090.ENSMUSP00000024031
Q9HCD6	9606.ENSP00000387593
Q3U214	10090.ENSMUSP00000128703
P97879	10116.ENSRNOP00000005539
Q9QXN0	10090.ENSMUSP00000108678
Q8VEB1	10090.ENSMUSP00000003313
P47878	10090.ENSMUSP00000020702
Q2TPA8	10090.ENSMUSP00000030078
Q9UNM6	9606.ENSP00000396937
P04083	9606.ENSP00000366109
Q6ZQ18	10090.ENSMUSP00000106809
Q92797	9606.ENSP00000245934
Q9JK83	10090.ENSMUSP00000052619
Q62187	10090.ENSMUSP00000097809
P61962	9606.ENSP00000483236
Q8BGV7	10090.ENSMUSP00000032924
P26599	9606.ENSP00000349428
A2CG49	10090.ENSMUSP00000110611
O15234	9606.ENSP00000264645
Q80XC2	10090.ENSMUSP00000082011
P14094	10090.ENSMUSP00000027863
P04441	10090.ENSMUSP00000095171
Q6P1Q0	9606.ENSP00000389903
Q5VTB9	9606.ENSP00000347548
P35396	10090.ENSMUSP00000002320
Q8BSY0	10090.ENSMUSP00000077273
Q60780	10090.ENSMUSP00000104322
Q05BQ5	9606.ENSP00000468304
Q78DX7	10090.ENSMUSP00000020045
Q7L2J0	9606.ENSP00000308546
Q9BWH6	9606.ENSP00000306123
Q14789	9606.ENSP00000377275
P41252	9606.ENSP00000364794
O09130	10090.ENSMUSP00000075094
Q9NX40	9606.ENSP00000370882
P11387	9606.ENSP00000354522
Q99PM9	10090.ENSMUSP00000027839
P62306	9606.ENSP00000266735
O55033	10090.ENSMUSP00000083611
O43896	9606.ENSP00000320821
P31016	10116.ENSRNOP00000059045
Q14997	9606.ENSP00000384211
Q71F23	9606.ENSP00000281453
Q9Z2Y3	10090.ENSMUSP00000078093
Q99K74	10090.ENSMUSP00000017354
Q5SU73	10090.ENSMUSP00000103530
Q8BJL1	10090.ENSMUSP00000117687
P23242	10090.ENSMUSP00000064536
P48381	10090.ENSMUSP00000133461
Q8VCW4	10090.ENSMUSP00000124272
Q8TDI0	9606.ENSP00000262450
Q96JI7	9606.ENSP00000261866
Q9Z0G7	10090.ENSMUSP00000057466
Q86Y46	9606.ENSP00000307014
Q9JHE7	10090.ENSMUSP00000056582
Q8N4S0	9606.ENSP00000278520
P43246	9606.ENSP00000233146
Q91YQ3	10090.ENSMUSP00000044441
Q9BRS2	9606.ENSP00000369162
Q8WVJ2	9606.ENSP00000304854
Q01768	10090.ENSMUSP00000021217
Q641P0	10090.ENSMUSP00000085578
Q8TD16	9606.ENSP00000349351
Q9BYH8	9606.ENSP00000325663
Q9Y383	9606.ENSP00000347005
Q61595	10090.ENSMUSP00000140324
Q96DA6	9606.ENSP00000372005
Q91VH2	10090.ENSMUSP00000002436
P56135	10090.ENSMUSP00000125504
Q9EQJ9	10090.ENSMUSP00000112934
P37108	9606.ENSP00000267884
P52952	9606.ENSP00000327758
Q91Y86	10090.ENSMUSP00000107576
P56192	9606.ENSP00000262027
Q9JHD1	10090.ENSMUSP00000000724
Q9Z125	10090.ENSMUSP00000028663
P36895	10090.ENSMUSP00000035900
P55096	10090.ENSMUSP00000029770
P08050	10116.ENSRNOP00000001054
P61313	9606.ENSP00000309334
Q62865	10116.ENSRNOP00000032282
Q9Z2K1	10090.ENSMUSP00000007280
Q9BYC5	9606.ENSP00000353910
Q8BY87	10090.ENSMUSP00000102264
P48736	9606.ENSP00000352121
Q3U182	10090.ENSMUSP00000029545
P54103	10090.ENSMUSP00000030771
P04920	9606.ENSP00000419412
P35268	9606.ENSP00000346088
P53680	9606.ENSP00000263270
Q6R5P0	10090.ENSMUSP00000068906
Q9D8C4	10090.ENSMUSP00000010502
Q01167	9606.ENSP00000335677
Q8BKT7	10090.ENSMUSP00000045580
Q9CR27	10090.ENSMUSP00000020248
Q86YT6	9606.ENSP00000261537
Q01815	10090.ENSMUSP00000108413
F8VQ05	10090.ENSMUSP00000098687
E9PL57	9606.ENSP00000431482
Q01658	9606.ENSP00000359295
Q96BY9	9606.ENSP00000256255
P40123	9606.ENSP00000229922
Q61660	10090.ENSMUSP00000038351
P70313	10090.ENSMUSP00000030834
Q80W47	10090.ENSMUSP00000045201
P50135	9606.ENSP00000280097
Q8K1R3	10090.ENSMUSP00000020756
Q78PY7	10090.ENSMUSP00000001460
P46019	9606.ENSP00000369274
Q9Y3U8	9606.ENSP00000464342
P18085	9606.ENSP00000306010
Q13554	9606.ENSP00000379098
Q99ML9	10090.ENSMUSP00000034739
Q8K4E0	10090.ENSMUSP00000071904
Q3U1N2	10090.ENSMUSP00000023100
Q8BT07	10090.ENSMUSP00000127961
O60488	9606.ENSP00000339787
Q8K1N2	10090.ENSMUSP00000046496
Q9D0I8	10090.ENSMUSP00000099561
O75161	9606.ENSP00000367398
Q9NQX3	9606.ENSP00000417901
Q6P5Z2	9606.ENSP00000291906
Q9Y6W3	9606.ENSP00000253693
Q9JIY7	10090.ENSMUSP00000032073
Q9WVS7	10090.ENSMUSP00000034920
Q9H845	9606.ENSP00000312618
O15063	9606.ENSP00000299505
Q8BWY3	10090.ENSMUSP00000025218
P38117	9606.ENSP00000346173
Q8R138	10090.ENSMUSP00000070551
P20029	10090.ENSMUSP00000097747
Q64281	10090.ENSMUSP00000101121
P17809	10090.ENSMUSP00000030398
Q96KM6	9606.ENSP00000393795
Q5BJF2	9606.ENSP00000226230
Q8IX15	9606.ENSP00000350049
P08414	10090.ENSMUSP00000046539
P09669	9606.ENSP00000428895
P23927	10090.ENSMUSP00000034562
Q5VZ89	9606.ENSP00000473565
O95777	9606.ENSP00000249299
Q60631	10090.ENSMUSP00000021090
Q8CFE4	10090.ENSMUSP00000133992
Q9NYH9	9606.ENSP00000261708
A2AQ19	10090.ENSMUSP00000028767
O00203	9606.ENSP00000255194
Q9Y678	9606.ENSP00000325002
Q86X83	9606.ENSP00000419475
P42025	9606.ENSP00000289228
P18084	9606.ENSP00000296181
P08237	9606.ENSP00000345771
Q9C0C7	9606.ENSP00000431926
P35398	9606.ENSP00000261523
Q61043	10090.ENSMUSP00000082422
P9WIT1	83332.Rv2280
P06744	9606.ENSP00000405573
O35231	10090.ENSMUSP00000034240
P84090	9606.ENSP00000451080
O60870	9606.ENSP00000368881
B1AZI6	10090.ENSMUSP00000044677
Q91Y44	10090.ENSMUSP00000031215
Q8WVK7	9606.ENSP00000333433
O89084	10090.ENSMUSP00000037025
Q7TND5	10090.ENSMUSP00000029838
Q9Y4Z0	9606.ENSP00000469468
Q3UDE2	10090.ENSMUSP00000016901
Q9Z2F7	10090.ENSMUSP00000022634
Q9H0D6	9606.ENSP00000366396
Q9WTS5	10090.ENSMUSP00000052014
P27708	9606.ENSP00000264705
P41230	10090.ENSMUSP00000108203
Q91VR5	10090.ENSMUSP00000065987
Q8K221	10090.ENSMUSP00000120387
P28290	9606.ENSP00000388731
Q9JMK2	10090.ENSMUSP00000113975
E9PYF4	10090.ENSMUSP00000097910
Q61818	10090.ENSMUSP00000070896
Q9JIG8	10090.ENSMUSP00000033489
Q8CGM1	10090.ENSMUSP00000101638
Q8BGD9	10090.ENSMUSP00000127774
E9Q8Q6	10090.ENSMUSP00000128736
P10166	10090.ENSMUSP00000030407
O94964	9606.ENSP00000237536
Q99MK8	10090.ENSMUSP00000025791
Q3UJK4	10090.ENSMUSP00000024748
O95239	9606.ENSP00000363524
O95400	9606.ENSP00000304903
Q56A08	10090.ENSMUSP00000076178
Q9NUD5	9606.ENSP00000484056
Q7TNC6	10090.ENSMUSP00000124462
Q8C0I4	10090.ENSMUSP00000089758
Q9P209	9606.ENSP00000264935
Q96MC2	9606.ENSP00000288710
Q9D6J5	10090.ENSMUSP00000026222
P42356	9606.ENSP00000255882
P47993	10090.ENSMUSP00000027860
P53597	9606.ENSP00000377446
Q6PJG6	9606.ENSP00000339637
Q8BFR5	10090.ENSMUSP00000095656
Q8CCJ3	10090.ENSMUSP00000100059
Q8NHV4	9606.ENSP00000451211
Q6PID6	9606.ENSP00000338533
Q8K0D0	10090.ENSMUSP00000070355
P63102	10116.ENSRNOP00000030885
Q9QYB1	10090.ENSMUSP00000041453
Q8CFD5	10090.ENSMUSP00000059211
Q99LL5	10090.ENSMUSP00000001836
Q96EB6	9606.ENSP00000212015
Q9BQ61	9606.ENSP00000242784
P09022	10090.ENSMUSP00000000964
O08863	10090.ENSMUSP00000013949
Q8N2W9	9606.ENSP00000262971
P63260	10090.ENSMUSP00000071486
Q9D7M8	10090.ENSMUSP00000025106
P97807	10090.ENSMUSP00000027810
Q9H871	9606.ENSP00000283632
O88667	10090.ENSMUSP00000034351
Q08460	10090.ENSMUSP00000140275
Q924A0	10090.ENSMUSP00000107283
Q99LI8	10090.ENSMUSP00000026900
Q9JI10	10090.ENSMUSP00000018476
Q9QYB5	10090.ENSMUSP00000107370
Q99PT9	10090.ENSMUSP00000081398
P82347	10090.ENSMUSP00000076459
Q9CQR6	10090.ENSMUSP00000028087
Q99712	9606.ENSP00000331698
Q13330	9606.ENSP00000333633
Q61598	10090.ENSMUSP00000062996
P27577	10090.ENSMUSP00000034534
Q9HCS7	9606.ENSP00000351137
P03966	10090.ENSMUSP00000045993
P14901	10090.ENSMUSP00000005548
Q8BG87	10090.ENSMUSP00000087049
P18859	9606.ENSP00000389649
Q9D289	10090.ENSMUSP00000021380
Q9Y4L1	9606.ENSP00000480150
Q8C052	10090.ENSMUSP00000019405
O00151	9606.ENSP00000360305
Q9BR76	9606.ENSP00000377471
Q8N5R6	9606.ENSP00000381795
Q96FN4	9606.ENSP00000290776
Q64519	10090.ENSMUSP00000065877
Q8VCZ3	10090.ENSMUSP00000097701
O35459	10090.ENSMUSP00000066092
Q9Y6Y8	9606.ENSP00000358071
Q8BGT8	10090.ENSMUSP00000045807
Q9CWN7	10090.ENSMUSP00000125638
P42858	9606.ENSP00000347184
Q61820	10090.ENSMUSP00000129559
Q6P5E6	10090.ENSMUSP00000033160
Q9Y5M8	9606.ENSP00000418401
Q14192	9606.ENSP00000386665
Q9BVJ6	9606.ENSP00000377944
P49615	10090.ENSMUSP00000030814
D4A055	10116.ENSRNOP00000056186
O55156	10116.ENSRNOP00000035734
Q9BRD0	9606.ENSP00000260210
P14923	9606.ENSP00000377508
Q6NZL8	10090.ENSMUSP00000016907
P45973	9606.ENSP00000209875
Q86UT8	9606.ENSP00000334767
Q8CH25	10090.ENSMUSP00000049112
Q9P206	9606.ENSP00000383851
Q99K01	10090.ENSMUSP00000111471
Q9NX70	9606.ENSP00000314343
Q9Z0R6	10090.ENSMUSP00000052758
Q6ZWX6	10090.ENSMUSP00000071214
P31809	10090.ENSMUSP00000096266
Q9NVX0	9606.ENSP00000260372
Q9JI57	10090.ENSMUSP00000098217
P62701	9606.ENSP00000362744
Q0VBL3	10090.ENSMUSP00000054424
Q61858	10090.ENSMUSP00000056646
Q3URD3	10090.ENSMUSP00000117816
Q8CHG7	10090.ENSMUSP00000113778
P97305	10090.ENSMUSP00000104931
Q08257	9606.ENSP00000399805
Q5T9L3	9606.ENSP00000346829
Q9D287	10090.ENSMUSP00000005830
Q9R000	10090.ENSMUSP00000033674
Q32MD9	10090.ENSMUSP00000113977
Q9H8Y8	9606.ENSP00000234160
Q64105	10090.ENSMUSP00000048111
Q8K298	10090.ENSMUSP00000045873
Q91ZA3	10090.ENSMUSP00000038763
Q9Y6G9	9606.ENSP00000273130
Q8BGZ4	10090.ENSMUSP00000122420
Q9R0U0	10090.ENSMUSP00000101479
P15311	9606.ENSP00000356042
Q91WP6	10090.ENSMUSP00000021506
Q96F44	9606.ENSP00000284551
Q6PGQ7	9606.ENSP00000479266
Q9BTC0	9606.ENSP00000266070
P13595	10090.ENSMUSP00000130668
P35290	10090.ENSMUSP00000046188
Q9ET38	10090.ENSMUSP00000081334
Q8NCJ5	9606.ENSP00000301463
Q8BHK6	10090.ENSMUSP00000106907
Q6ZQI3	10090.ENSMUSP00000107749
P08228	10090.ENSMUSP00000023707
O35149	10090.ENSMUSP00000005952
O75461	9606.ENSP00000370936
P99029	10090.ENSMUSP00000025904
Q9JLM4	10090.ENSMUSP00000068197
A6NKD9	9606.ENSP00000369592
Q86VR2	9606.ENSP00000309432
P11473	9606.ENSP00000447173
Q9WU01	10090.ENSMUSP00000027226
Q6ZQ12	10090.ENSMUSP00000105522
Q9UI08	9606.ENSP00000376652
E9PW83	10090.ENSMUSP00000020003
Q9DBY1	10090.ENSMUSP00000114843
O75935	9606.ENSP00000259632
Q9Y3Q3	9606.ENSP00000299705
P84244	10090.ENSMUSP00000102062
O75348	9606.ENSP00000363162
Q925I1	10090.ENSMUSP00000030903
P62879	9606.ENSP00000305260
P15499	10090.ENSMUSP00000024773
Q8R0T2	10090.ENSMUSP00000055374
Q80WE4	10090.ENSMUSP00000084599
Q8IYS2	9606.ENSP00000365756
Q9JLC3	10090.ENSMUSP00000110917
Q96IR2	9606.ENSP00000388311
Q6VNS1	10090.ENSMUSP00000037909
Q92547	9606.ENSP00000260810
Q6PDN3	10090.ENSMUSP00000023538
Q62418	10090.ENSMUSP00000020769
Q96C24	9606.ENSP00000362080
Q9CXY6	10090.ENSMUSP00000001042
Q08509	10090.ENSMUSP00000052776
Q8VCY6	10090.ENSMUSP00000046643
Q2KN98	10090.ENSMUSP00000045099
Q8R574	10090.ENSMUSP00000004955
P70336	10090.ENSMUSP00000020904
Q571I9	10090.ENSMUSP00000007977
Q8CG46	10090.ENSMUSP00000084837
P21953	9606.ENSP00000318351
Q60837	10090.ENSMUSP00000000808
Q9JLQ0	10090.ENSMUSP00000024709
Q86WG5	9606.ENSP00000256190
Q60902	10090.ENSMUSP00000129739
Q16584	9606.ENSP00000309597
P97329	10090.ENSMUSP00000132659
Q01105	9606.ENSP00000361777
O35718	10090.ENSMUSP00000059129
O70546	10090.ENSMUSP00000061539
P39019	9606.ENSP00000470972
Q6PFD9	10090.ENSMUSP00000068530
Q9CZY3	10090.ENSMUSP00000104830
Q8CFI0	10090.ENSMUSP00000132838
P42704	9606.ENSP00000260665
P06748	9606.ENSP00000296930
Q9CQL7	10090.ENSMUSP00000067135
Q9UKX5	9606.ENSP00000327290
Q8BNL5	10090.ENSMUSP00000129059
Q8NF37	9606.ENSP00000283415
Q12824	9606.ENSP00000263121
Q9JI71	10090.ENSMUSP00000099575
Q9UNS2	9606.ENSP00000268717
Q9BWF3	9606.ENSP00000386894
B1AVP0	10090.ENSMUSP00000101185
Q0PHV7	10090.ENSMUSP00000104133
G3X9J0	10090.ENSMUSP00000082965
Q0VG62	10090.ENSMUSP00000104002
O42414	9031.ENSGALP00000034591
P70232	10090.ENSMUSP00000063933
Q00547	10090.ENSMUSP00000020579
P97789	10090.ENSMUSP00000034981
Q9ES83	10090.ENSMUSP00000093382
O70333	10090.ENSMUSP00000024959
Q9UNX3	9606.ENSP00000428223
O00154	9606.ENSP00000367086
Q8BK67	10090.ENSMUSP00000071163
Q9Z1S0	10090.ENSMUSP00000037126
O35143	10090.ENSMUSP00000064282
Q80WG7	10090.ENSMUSP00000037978
Q9H074	9606.ENSP00000302768
Q3UP24	10090.ENSMUSP00000059637
P50914	9606.ENSP00000379506
P54254	10090.ENSMUSP00000137439
Q15029	9606.ENSP00000392094
P63151	9606.ENSP00000325074
O15504	9606.ENSP00000258742
Q5FW52	10090.ENSMUSP00000034910
A2AFR3	10090.ENSMUSP00000107777
P40694	10090.ENSMUSP00000025751
Q5SVZ6	9606.ENSP00000482579
P45592	10116.ENSRNOP00000059624
Q86U42	9606.ENSP00000216727
Q9H6T3	9606.ENSP00000005386
P54278	9606.ENSP00000265849
Q71UI9	9606.ENSP00000308405
Q3TYD6	10090.ENSMUSP00000048238
Q04446	9606.ENSP00000410833
P48722	10090.ENSMUSP00000076336
Q9UPN7	9606.ENSP00000414202
Q6ZS30	9606.ENSP00000399903
O00231	9606.ENSP00000261712
Q9WUA5	10090.ENSMUSP00000066050
A2AJT9	9606.ENSP00000369009
Q9JJC6	10090.ENSMUSP00000050014
B2RUS7	10090.ENSMUSP00000033123
P46471	10090.ENSMUSP00000030769
O00712	9606.ENSP00000370340
Q6KC79	9606.ENSP00000282516
P19096	10090.ENSMUSP00000052872
O70145	10090.ENSMUSP00000140404
Q8QZS3	10090.ENSMUSP00000099758
Q9H6E5	9606.ENSP00000308000
Q3TWI9	10090.ENSMUSP00000109151
P07759	10090.ENSMUSP00000042095
P47753	10090.ENSMUSP00000102381
Q9NQR1	9606.ENSP00000384629
P46096	10090.ENSMUSP00000100912
Q01196	9606.ENSP00000300305
O08677	10090.ENSMUSP00000023589
P67984	10090.ENSMUSP00000118787
Q9H5Q4	9606.ENSP00000355471
Q5DU02	10090.ENSMUSP00000041263
Q7Z4V5	9606.ENSP00000483345
Q9Y6H5	9606.ENSP00000261368
Q13616	9606.ENSP00000326804
P26583	9606.ENSP00000296503
Q8VEE1	10090.ENSMUSP00000032376
Q8CGY8	10090.ENSMUSP00000045409
Q8CIM8	10090.ENSMUSP00000026126
P27889	10090.ENSMUSP00000021016
P10606	9606.ENSP00000258424
Q9CX66	10090.ENSMUSP00000020488
Q14451	9606.ENSP00000403459
P70281	10090.ENSMUSP00000020252
P61979	10090.ENSMUSP00000039269
P60484	9606.ENSP00000361021
Q6NZY4	9606.ENSP00000438993
O89001	10090.ENSMUSP00000021201
Q8R3Q0	10090.ENSMUSP00000033933
P06761	10116.ENSRNOP00000025064
Q92878	9606.ENSP00000368100
Q6PK04	9606.ENSP00000329360
P58242	10090.ENSMUSP00000030709
Q9ET01	10090.ENSMUSP00000071231
Q6PHU5	10090.ENSMUSP00000099692
O08734	10090.ENSMUSP00000077757
P51693	9606.ENSP00000221891
P28663	10090.ENSMUSP00000028926
E2JF22	10090.ENSMUSP00000089777
P19788	10090.ENSMUSP00000032342
Q9WVK4	10090.ENSMUSP00000025684
Q62276	10090.ENSMUSP00000015920
P63328	10090.ENSMUSP00000053101
Q62059	10090.ENSMUSP00000105173
P19174	9606.ENSP00000244007
E9PZ19	10090.ENSMUSP00000117017
O15372	9606.ENSP00000429931
P36888	9606.ENSP00000241453
Q3UHA3	10090.ENSMUSP00000037543
Q6PRD1	9606.ENSP00000483469
Q9H6X2	9606.ENSP00000301945
P00860	10090.ENSMUSP00000128661
P49655	10116.ENSRNOP00000010146
Q60838	10090.ENSMUSP00000019362
Q9ULE6	9606.ENSP00000263563
P39687	9606.ENSP00000417864
P28649	10090.ENSMUSP00000034811
Q91YI4	10090.ENSMUSP00000104208
B2RWW0	10090.ENSMUSP00000047431
O43293	9606.ENSP00000442973
Q8BG60	10090.ENSMUSP00000102710
P23249	10090.ENSMUSP00000126897
Q6UB28	9606.ENSP00000315152
Q9NQX4	9606.ENSP00000261839
Q9QY81	10090.ENSMUSP00000032179
Q92600	9606.ENSP00000273064
Q8BZ34	10090.ENSMUSP00000133212
Q924T7	10090.ENSMUSP00000019443
Q5EBG6	10090.ENSMUSP00000039172
Q9Y5S2	9606.ENSP00000355237
P00747	9606.ENSP00000308938
P51150	10090.ENSMUSP00000109230
A2BE28	10090.ENSMUSP00000078901
Q61845	10090.ENSMUSP00000070310
Q9R1L5	10090.ENSMUSP00000105363
O88487	10090.ENSMUSP00000080410
O89091	10090.ENSMUSP00000073690
O00487	9606.ENSP00000386541
Q9DBR3	10090.ENSMUSP00000035043
P62333	9606.ENSP00000401802
Q08189	10090.ENSMUSP00000105928
Q80V86	10090.ENSMUSP00000038418
Q9NPE3	9606.ENSP00000332198
P33611	10090.ENSMUSP00000025752
Q5VZL5	9606.ENSP00000322915
Q09014	10090.ENSMUSP00000016094
P62500	10090.ENSMUSP00000044517
Q8CIN4	10090.ENSMUSP00000023467
P17097	9606.ENSP00000393260
Q02790	9606.ENSP00000001008
Q60722	10090.ENSMUSP00000110636
Q2TAZ0	9606.ENSP00000366475
Q8CGY6	10090.ENSMUSP00000103795
Q8K2F8	10090.ENSMUSP00000082723
Q7TMY8	10090.ENSMUSP00000026292
Q9Z0R4	10090.ENSMUSP00000109635
Q9D1H9	10090.ENSMUSP00000070848
Q6W2J9	9606.ENSP00000367705
P11388	9606.ENSP00000411532
Q9R059	10090.ENSMUSP00000040150
Q9W0N9	7227.FBpp0072506
P62854	9606.ENSP00000348849
Q06730	9606.ENSP00000304268
Q99K95	10090.ENSMUSP00000029005
Q9CT10	10090.ENSMUSP00000002445
Q99JY9	10090.ENSMUSP00000137503
L7N684	83332.Rv2141c
Q9WTS6	10090.ENSMUSP00000140141
Q9D6F9	10090.ENSMUSP00000071135
Q9D882	10090.ENSMUSP00000116424
Q9CPT0	10090.ENSMUSP00000107591
P42586	10090.ENSMUSP00000069666
Q9UER7	9606.ENSP00000363668
Q9D7W5	10090.ENSMUSP00000019229
O88907	10090.ENSMUSP00000096248
Q00722	9606.ENSP00000260402
Q15014	9606.ENSP00000394417
Q3UHI0	10090.ENSMUSP00000087478
Q15054	9606.ENSP00000263681
P51948	9606.ENSP00000261245
G5E8P0	10090.ENSMUSP00000104977
Q53EZ4	9606.ENSP00000360540
P70445	10090.ENSMUSP00000020288
Q8BG39	10090.ENSMUSP00000127245
O55098	10090.ENSMUSP00000099885
Q99747	9606.ENSP00000324628
P05412	9606.ENSP00000360266
Q9D6Z1	10090.ENSMUSP00000099487
Q8N806	9606.ENSP00000013070
Q8K409	10090.ENSMUSP00000033938
P19091	10090.ENSMUSP00000052648
Q9P013	9606.ENSP00000475615
Q9UID3	9606.ENSP00000279281
O43670	9606.ENSP00000378165
Q9ESG8	10090.ENSMUSP00000026154
Q91Y57	10090.ENSMUSP00000032667
O54983	10090.ENSMUSP00000033198
Q5TAG4	9606.ENSP00000478609
P50636	10090.ENSMUSP00000022890
Q9ERG2	10090.ENSMUSP00000013130
O75592	9606.ENSP00000444596
Q8BFQ4	10090.ENSMUSP00000020490
Q62415	10090.ENSMUSP00000062464
P24161	10090.ENSMUSP00000124297
Q6GNU1	8355.Q6GNU1
Q8VIG1	10090.ENSMUSP00000079231
Q02053	10090.ENSMUSP00000001989
Q9Y6I7	9606.ENSP00000262394
Q9CZA6	10090.ENSMUSP00000023359
P01130	9606.ENSP00000454071
Q8C0J2	10090.ENSMUSP00000027512
Q6ZU65	9606.ENSP00000418648
P01027	10090.ENSMUSP00000024988
P37840	9606.ENSP00000338345
P16014	10090.ENSMUSP00000028826
Q9EP53	10090.ENSMUSP00000109500
P70658	10090.ENSMUSP00000053489
Q8R3R8	10090.ENSMUSP00000032264
Q8JZS0	10090.ENSMUSP00000020057
E9Q9K5	10090.ENSMUSP00000093436
Q4VAE3	10090.ENSMUSP00000071984
Q6ZN11	9606.ENSP00000396402
Q99615	9606.ENSP00000406463
Q9CYA0	10090.ENSMUSP00000024042
P43404	10090.ENSMUSP00000027291
Q3UB74	10090.ENSMUSP00000112600
Q3U132	10090.ENSMUSP00000047284
P22674	9606.ENSP00000282572
Q8WXS5	9606.ENSP00000270458
Q96II8	9606.ENSP00000334375
Q8VDM4	10090.ENSMUSP00000007212
Q8JZZ7	10090.ENSMUSP00000101734
P57721	9606.ENSP00000383168
Q61024	10090.ENSMUSP00000031766
O35450	10090.ENSMUSP00000037273
Q6P1M3	9606.ENSP00000376333
Q99104	10090.ENSMUSP00000116028
P50395	9606.ENSP00000369538
Q9UKA4	9606.ENSP00000025301
Q8IV08	9606.ENSP00000387050
Q6KAS7	10090.ENSMUSP00000025288
Q8C8T7	10090.ENSMUSP00000053869
P29754	10090.ENSMUSP00000070958
Q9CQH8	10090.ENSMUSP00000023924
P23258	9606.ENSP00000251413
P07737	9606.ENSP00000225655
P28660	10090.ENSMUSP00000028386
Q6DFW4	10090.ENSMUSP00000140250
Q99JR1	10090.ENSMUSP00000021930
P55201	9606.ENSP00000373340
Q9QVP9	10090.ENSMUSP00000106750
O88447	10090.ENSMUSP00000082004
Q5S003	10090.ENSMUSP00000134066
B6V8E6	9615.ENSCAFP00000007783
Q9BYD1	9606.ENSP00000306548
Q6PR54	10090.ENSMUSP00000108313
O95243	9606.ENSP00000249910
P78385	9606.ENSP00000293670
Q13838	9606.ENSP00000379475
Q8BL65	10090.ENSMUSP00000123525
Q9D3R3	10090.ENSMUSP00000037788
A2AUM9	10090.ENSMUSP00000087208
Q6PD29	10090.ENSMUSP00000110238
Q7Z6I8	9606.ENSP00000378427
Q9P258	9606.ENSP00000364585
Q9QZZ4	10090.ENSMUSP00000071777
P61982	10090.ENSMUSP00000051223
Q10571	9606.ENSP00000304956
Q8TAC9	9606.ENSP00000355387
P59017	10090.ENSMUSP00000009256
P61358	10090.ENSMUSP00000090305
P58462	10090.ENSMUSP00000135181
P31943	9606.ENSP00000349168
Q08331	10090.ENSMUSP00000003754
Q8R4L0	10090.ENSMUSP00000029164
O35926	10090.ENSMUSP00000125322
Q8BH57	10090.ENSMUSP00000042509
Q5T0W9	9606.ENSP00000304078
Q9H079	9606.ENSP00000256544
Q9QZ47	10090.ENSMUSP00000136278
Q9QXG9	10090.ENSMUSP00000007733
Q60605	10090.ENSMUSP00000128803
Q8CHU3	10090.ENSMUSP00000001063
