From	To
P49286	9606.ENSP00000257068
O80526	3702.AT1G09430.1
O24408	3702.AT1G51950.1
P61827	3702.AT5G18450.1
Q9SZ67	3702.AT4G12020.2
P07323	10116.ENSRNOP00000005535
Q9Z1Y3	10116.ENSRNOP00000021170
Q9CAN1	3702.AT1G63120.1
O22042	3702.AT3G06030.1
Q9SHH8	3702.AT1G17190.1
Q9LMJ4	3702.AT1G07000.1
Q9JLH7	10116.ENSRNOP00000065240
Q9ZUG9	3702.AT2G24260.1
Q9LZI6	3702.AT3G62790.1
Q39261	3702.AT5G57520.1
Q0ZGT2	9606.ENSP00000333938
Q15038	9606.ENSP00000448051
P68511	10116.ENSRNOP00000024388
Q94CF0	3702.AT3G20290.1
P59259	3702.AT1G07660.1
P04777	3702.AT1G29910.1
Q9ASS4	3702.AT5G48380.1
O82533	3702.AT2G36250.2
P62856	10116.ENSRNOP00000048116
G3V6H1	10116.ENSRNOP00000005015
P35704	10116.ENSRNOP00000004799
P50232	10116.ENSRNOP00000023593
Q9FKI4	3702.AT5G13780.1
Q9C7X5	3702.AT1G56430.1
Q9LRY0	3702.AT3G24810.1
Q9LTH4	3702.AT5G59570.1
Q02253	10116.ENSRNOP00000015545
Q945M1	3702.AT4G34700.1
Q9SV55	3702.AT4G28910.2
Q41342	4081.Solyc12g011330.2.1
Q9SGI3	3702.AT3G01920.1
Q9CA36	3702.AT1G68450.1
Q96HR8	9606.ENSP00000274054
Q8L7Z3	3702.AT5G18400.2
Q9SJW0	3702.AT2G01060.1
Q96MW5	9606.ENSP00000305459
F4I420	3702.AT1G76810.1
P48995	9606.ENSP00000419313
O64668	3702.AT1G08700.1
B5DFI3	10116.ENSRNOP00000001918
P08865	9606.ENSP00000346067
Q8H156	3702.AT5G55190.1
P13233	10116.ENSRNOP00000023875
Q9ZQH1	3702.AT2G27480.1
Q9C8W7	3702.AT1G71950.1
Q9Y228	9606.ENSP00000355991
Q9ZNU6	4081.Solyc01g056340.2.1
Q68FW4	10116.ENSRNOP00000008410
P93825	3702.AT1G04310.1
P70600	10116.ENSRNOP00000031615
F4IV99	3702.AT2G13370.1
Q9LJ98	3702.AT3G22480.1
O54960	10116.ENSRNOP00000038197
Q9CA23	3702.AT1G77710.1
P26599	9606.ENSP00000349428
Q9SJ04	3702.AT2G21950.1
Q96RD7	9606.ENSP00000227638
Q8LEU3	3702.AT5G04900.1
Q9Y2T2	9606.ENSP00000347408
Q9LZX1	3702.AT5G01750.2
O49404	3702.AT4G18890.1
Q9LHQ4	3702.AT3G20680.1
O04193	3702.AT2G39900.1
D4A8E7	10116.ENSRNOP00000054640
Q6NNH1	3702.AT1G13520.1
O35303	10116.ENSRNOP00000002478
B3GS44	3702.AT4G26466.1
Q70AM4	10116.ENSRNOP00000032499
Q84LH8	3702.AT3G59060.4
Q9FL03	3702.AT5G66770.1
Q33884	3702.ATMG00960.1
P30427	10116.ENSRNOP00000040018
Q682S0	3702.AT2G30520.1
Q9LU92	3702.AT3G25990.1
Q9LJD7	3702.AT3G13550.1
Q9LID3	3702.AT3G13670.1
Q9LW64	3702.AT3G23325.1
Q9ZVF2	3702.AT2G01530.1
Q9JHW5	10116.ENSRNOP00000011065
P28186	3702.AT3G46060.2
P27791	10116.ENSRNOP00000044732
O88751	10116.ENSRNOP00000001551
P04256	10116.ENSRNOP00000052160
Q75Q39	10116.ENSRNOP00000002238
Q8L9Y3	3702.AT2G01760.1
Q8L466	3702.AT1G24050.1
Q8GY12	3702.AT1G52695.1
P21708	10116.ENSRNOP00000026627
Q96QZ7	9606.ENSP00000385450
Q9SV30	3702.AT3G54810.1
Q6AWX6	3702.AT2G34150.2
Q9LKB9	3702.AT5G43900.3
Q9LHL1	3702.AT3G13227.1
Q9FMV5	3702.AT5G63470.1
Q9LYQ8	3702.AT5G07070.1
P62744	10116.ENSRNOP00000021310
Q93ZI7	3702.AT5G35430.1
Q9SJ60	3702.AT2G35900.1
P05204	9606.ENSP00000355228
F4IEB6	3702.AT1G32700.1
Q94C27	3702.AT1G70590.1
Q9SVM0	3702.AT3G50780.1
P08575	9606.ENSP00000411355
F4JZ68	3702.AT5G66310.1
Q5NFB0	177416.FTT_1330
Q8TCU6	9606.ENSP00000361009
Q64591	10116.ENSRNOP00000011330
O65312	3702.AT1G02580.1
Q9SF34	3702.AT3G09690.1
O48520	3702.AT2G42120.1
Q38814	3702.AT5G54770.1
Q5XI60	10116.ENSRNOP00000039493
Q84M91	3702.AT3G05330.1
Q9SVD5	3702.AT3G52540.1
Q9M1W7	3702.AT3G63220.2
Q5M843	10116.ENSRNOP00000051808
P62198	10116.ENSRNOP00000013997
Q9M085	3702.AT4G31170.2
Q9HA64	9606.ENSP00000269373
Q9SZI3	3702.AT4G26120.1
Q9SVB7	3702.AT4G39410.1
P14714	3702.AT5G35840.1
O80982	3702.AT2G26150.1
Q9FN04	3702.AT5G63850.1
O43236	9606.ENSP00000354874
Q9FG20	3702.AT5G06500.1
Q94CL9	3702.AT1G49620.1
Q9LTP5	3702.AT3G20470.1
P35132	3702.AT4G27960.2
Q0WR59	3702.AT5G10020.1
Q9FMZ4	3702.AT5G42700.1
Q84VQ0	3702.AT5G21150.1
O64647	3702.AT2G45680.1
Q8S4Q6	3702.AT2G37678.1
Q9C5P6	3702.AT4G16350.1
Q9SZ53	3702.AT4G31860.1
P46604	3702.AT4G37790.1
O82255	3702.AT2G47880.1
Q91ZY8	10116.ENSRNOP00000009559
Q9FZ84	3702.AT1G18630.1
P34058	10116.ENSRNOP00000026920
Q5XEV6	3702.AT4G24090.1
Q6ICZ8	3702.AT5G13850.1
Q9SRQ3	3702.AT3G03490.1
Q9FG89	3702.AT5G43750.1
Q9FGD6	3702.AT5G66940.1
Q93ZW4	3702.AT1G33230.1
Q9FII5	3702.AT5G61480.1
Q8VZV8	3702.AT5G10110.1
Q8BHJ7	10090.ENSMUSP00000063276
Q9FF81	3702.AT5G04920.1
Q9LVD7	3702.AT5G57210.1
Q9HB63	9606.ENSP00000340998
D3Z8E0	10116.ENSRNOP00000008938
P97633	10116.ENSRNOP00000051516
P49653	10116.ENSRNOP00000053533
P70579	10116.ENSRNOP00000053829
Q9LSM6	3702.AT5G65480.1
Q09028	9606.ENSP00000362592
Q9FLL1	3702.AT5G41190.1
Q13492	9606.ENSP00000377015
Q63881	10116.ENSRNOP00000039227
Q9C8D1	3702.AT1G66160.1
O04310	3702.AT3G16460.2
O80860	3702.AT2G30950.1
A0A1I9LTW1	3702.AT3G54390.1
Q9SX31	3702.AT1G68690.1
Q9LQK7	3702.AT1G32500.1
Q9M1J7	3702.AT3G57010.1
P60709	9606.ENSP00000349960
Q6P7W2	10090.ENSMUSP00000003857
Q9LNV0	3702.AT1G07310.1
Q93YP0	3702.AT1G23260.1
Q9LJ40	3702.AT3G24690.1
Q92614	9606.ENSP00000437073
Q9SAK5	3702.AT1G79430.2
Q7TP08	10116.ENSRNOP00000040100
Q8GUH2	3702.AT1G01500.1
Q8WXF7	9606.ENSP00000351155
Q62667	10116.ENSRNOP00000027360
A2RVV7	3702.AT2G38660.3
Q9SCP9	3702.AT3G53120.1
Q01518	9606.ENSP00000361883
P39052	10116.ENSRNOP00000060296
Q4L1J4	10116.ENSRNOP00000065881
Q8LGS1	3702.AT3G63210.1
Q38861	3702.AT5G41370.1
Q93ZL5	3702.AT5G39660.1
P31146	9606.ENSP00000219150
O75376	9606.ENSP00000268712
Q9SSC0	3702.AT1G80190.1
P10888	10116.ENSRNOP00000024033
P11730	10116.ENSRNOP00000062321
D3ZCV0	10116.ENSRNOP00000024098
P40615	10116.ENSRNOP00000064024
F4JYG0	3702.AT5G41580.1
Q91Z80	10116.ENSRNOP00000033209
Q5U2X6	10116.ENSRNOP00000012533
O82399	3702.AT2G22780.1
Q13042	9606.ENSP00000353549
P70615	10116.ENSRNOP00000019351
Q9FYA3	3702.AT5G13070.1
Q8VHW5	10116.ENSRNOP00000019300
Q9LUS6	3702.AT3G16580.1
Q8S307	3702.AT1G75080.2
Q9T003	3702.AT4G35160.1
Q680K8	3702.AT1G55760.1
P27605	10116.ENSRNOP00000043388
Q9C9M7	3702.AT1G66750.1
P09416	10116.ENSRNOP00000006188
Q9UBD5	9606.ENSP00000257789
Q9Y295	9606.ENSP00000329715
P04157	10116.ENSRNOP00000063859
P84060	10116.ENSRNOP00000057536
O82798	3702.AT1G10470.1
P15457	3702.AT4G27140.1
Q9LPQ3	3702.AT1G18350.1
Q4G0J3	9606.ENSP00000422626
O70239	10116.ENSRNOP00000027705
O48814	3702.AT2G39660.1
Q9FH28	3702.AT5G49060.1
O95259	9606.ENSP00000271751
Q9SU24	3702.AT4G12620.1
Q9SZU7	3702.AT4G37470.1
Q39088	3702.AT3G50410.1
Q9H2U1	9606.ENSP00000417078
P27900	3702.AT3G27920.1
P46077	3702.AT1G35160.2
O22138	3702.AT2G45340.1
Q9SZ15	3702.AT4G26750.1
Q9SSL9	3702.AT1G73080.1
F4I764	3702.AT1G04930.2
P14232	4097.P14232
P69897	10116.ENSRNOP00000001095
P19024	10116.ENSRNOP00000026691
P0A9Z1	511145.b2553
Q9LUL4	3702.AT3G14350.1
Q9CAJ0	3702.AT1G72770.1
Q9SZE4	3702.AT4G29160.3
Q9FPJ4	3702.AT5G47200.1
M0RCH6	10116.ENSRNOP00000067294
Q93YN0	3702.AT3G19220.1
Q9FML4	3702.AT5G63090.3
Q9ZUI4	3702.AT1G60080.1
Q9C5U2	3702.AT5G35750.1
Q708Y0	3702.AT5G25350.1
P05182	10116.ENSRNOP00000016883
Q9ZW22	3702.AT2G29390.1
Q00839	9606.ENSP00000283179
Q9FLH5	3702.AT5G51860.1
Q9M3D6	3702.AT3G55130.1
P35914	9606.ENSP00000363614
D3ZDR9	10116.ENSRNOP00000005369
Q8RWV3	3702.AT2G26430.1
Q0WLB5	3702.AT3G08530.1
Q9SJ67	3702.AT2G35830.2
F1RGD9	9823.ENSSSCP00000015292
Q38912	3702.AT4G35020.2
Q9ZTW3	3702.AT1G04750.1
Q6NPF9	3702.AT1G76760.1
Q6P6T5	10116.ENSRNOP00000024674
O82329	3702.AT2G14910.1
Q99MS8	10090.ENSMUSP00000020552
B0BNJ0	10116.ENSRNOP00000064384
Q56XY2	3702.AT5G22370.1
Q9WUD2	10116.ENSRNOP00000004248
Q8GXN9	3702.AT5G23080.1
Q8GW48	3702.AT4G15802.1
P68255	10116.ENSRNOP00000011501
Q5NF60	177416.FTT_1387c
Q8GWE6	3702.AT2G19560.1
Q8VZP4	3702.AT1G08000.2
P01134	10116.ENSRNOP00000054248
P97639	10116.ENSRNOP00000025564
Q9LQ98	3702.AT1G69260.1
P12346	10116.ENSRNOP00000012725
D3ZGS3	10116.ENSRNOP00000005267
Q62991	10116.ENSRNOP00000039132
Q8RY99	3702.AT3G10140.1
P68510	10090.ENSMUSP00000019109
Q94F08	3702.AT5G62630.1
B3H6R4	3702.AT2G36026.1
Q9LKZ3	3702.AT3G12280.1
Q9LSF1	3702.AT3G25250.1
Q9ZQ18	3702.AT2G24500.1
Q9FKP4	3702.AT5G65460.1
Q84WV5	3702.AT2G44970.1
P10126	10090.ENSMUSP00000042457
O95070	9606.ENSP00000366098
Q9LYU8	3702.AT5G13280.1
A9UMV8	10116.ENSRNOP00000044986
P41568	3702.AT4G27130.1
Q9C9C4	3702.AT1G74030.1
P21279	10090.ENSMUSP00000025541
Q9JLA3	10116.ENSRNOP00000020558
Q8NAP3	9606.ENSP00000426387
Q5XET5	3702.AT2G39740.1
Q9SN19	3702.AT3G49990.1
P63012	10116.ENSRNOP00000026392
Q925G0	10116.ENSRNOP00000007367
Q9LFY3	3702.AT1G27030.1
Q9SZJ5	3702.AT4G37930.1
Q07185	3847.GLYMA04G14800.1
P51907	10116.ENSRNOP00000020272
Q5XI86	10116.ENSRNOP00000005661
P23977	10116.ENSRNOP00000047272
O04714	3702.AT1G48270.1
Q9ZUA5	3702.AT2G01770.1
Q5T200	9606.ENSP00000282007
Q03114	10116.ENSRNOP00000011052
Q9JJ19	10116.ENSRNOP00000004351
D4A7F2	10116.ENSRNOP00000023354
Q4V7F5	10116.ENSRNOP00000028022
Q9LU64	3702.AT5G51100.1
P18418	10116.ENSRNOP00000004091
Q9LK36	3702.AT3G23810.1
P05178	10116.ENSRNOP00000051625
Q9SWI1	3702.AT2G02950.1
Q8RY62	3702.AT2G04690.1
Q9WVK7	10116.ENSRNOP00000014658
Q94A52	3702.AT3G19760.1
Q9UNX3	9606.ENSP00000428223
Q75NI5	10116.ENSRNOP00000034685
Q9SRL6	3702.AT3G11070.1
Q9XIJ1	3702.AT1G10586.1
Q9H7N4	9606.ENSP00000353769
P93045	3702.AT3G17590.2
Q56WN1	3702.AT5G37600.1
Q99PW3	10116.ENSRNOP00000050614
P09495	10116.ENSRNOP00000021073
Q6F6B5	3702.AT1G75010.1
Q9LMR1	3702.AT1G15730.1
Q99518	9606.ENSP00000209929
Q9ERH3	10116.ENSRNOP00000025325
O24629	3702.AT1G64860.1
F1LUW9	10116.ENSRNOP00000008576
Q9BQE3	9606.ENSP00000301072
Q9M9W9	3702.AT3G05640.1
Q9LL84	3702.AT5G57160.1
Q9LKF9	3702.AT5G23880.1
P29513	3702.AT1G20010.1
Q9LFT8	3702.AT5G10270.1
Q9LRR4	3702.AT3G14470.1
Q9LSH4	3702.AT3G17740.1
Q9SB51	3702.AT4G24560.1
Q8LAA6	3702.AT4G23400.1
P28147	3702.AT3G13445.1
O43609	9606.ENSP00000481675
Q9LPW0	3702.AT1G12900.1
P37091	10116.ENSRNOP00000024057
Q43386	3702.AT1G14900.1
Q8RWN5	3702.AT5G04280.1
Q9FE63	3702.AT5G56600.1
Q8LB88	3702.AT1G67800.2
P05503	10116.ENSRNOP00000039048
P41542	10116.ENSRNOP00000003277
Q9FHK4	3702.AT5G05190.1
Q566E4	10116.ENSRNOP00000015971
Q945Q4	3702.AT2G16800.1
Q5QD51	10116.ENSRNOP00000057494
O49403	3702.AT4G18880.1
Q9LDU6	3702.AT1G50430.1
Q9FJV5	3702.AT5G42630.1
Q9M2U4	3702.AT3G54430.1
Q7XJE6	3702.AT1G02170.1
Q8RWE8	3702.AT4G26850.1
Q944A6	3702.AT1G09020.1
Q84TF7	3702.AT2G42395.1
Q66HL2	10116.ENSRNOP00000028283
Q66X93	10116.ENSRNOP00000041531
Q39264	3702.AT1G10480.1
Q9S7H1	3702.AT4G02770.1
P63244	9606.ENSP00000426909
O35353	10116.ENSRNOP00000014871
Q9XE58	3702.AT1G07530.1
Q9JHY2	10116.ENSRNOP00000021171
Q9S9T7	3702.AT4G05000.1
Q9FHM7	3702.AT5G51570.1
P07225	9606.ENSP00000377783
Q10MG9	4530.OS03T0309200-01
O00186	9606.ENSP00000359025
Q99747	9606.ENSP00000324628
P29274	9606.ENSP00000480012
Q9UL46	9606.ENSP00000216802
Q64194	10116.ENSRNOP00000025845
Q9C9F0	3702.AT1G68150.1
Q6P6T4	10116.ENSRNOP00000046691
Q5U204	10116.ENSRNOP00000014027
B5DFH3	10116.ENSRNOP00000055291
P61354	10116.ENSRNOP00000028060
O80783	3702.AT2G34340.1
O81865	3702.AT4G19840.1
Q9FL61	3702.AT5G24130.1
O43295	9606.ENSP00000373347
O82169	3702.AT2G35240.1
O23712	3702.AT1G47250.1
Q9S750	3702.AT3G07800.1
Q8VHF0	10116.ENSRNOP00000014395
O75116	9606.ENSP00000317985
P53804	9606.ENSP00000381981
Q9SEZ9	3702.AT2G40160.2
Q9FHX8	3702.AT5G42060.1
Q9FYH5	3702.AT1G30880.1
Q96KQ7	9606.ENSP00000364678
O82316	3702.AT2G25810.1
P70566	10116.ENSRNOP00000014124
Q9XFM0	3702.AT5G25890.1
P47756	9606.ENSP00000401010
Q9FMY7	3702.AT5G42780.1
P09483	10116.ENSRNOP00000009041
Q7Z4H7	9606.ENSP00000369871
Q9LRS0	3702.AT3G14415.2
Q9LU97	3702.AT3G25940.1
Q9NUQ6	9606.ENSP00000482515
Q9FNH4	3702.AT5G06340.1
Q9FLX3	3702.AT5G52880.1
Q9ZVX5	3702.AT2G16880.1
Q93XX0	3702.AT4G10430.1
Q62986	10116.ENSRNOP00000043144
P46014	3702.AT5G19280.2
Q9FNZ4	3702.AT1G09415.1
Q9S752	3702.AT3G09770.1
Q0V869	3702.AT3G22260.2
Q93VH1	3702.AT4G30260.1
Q93073	9606.ENSP00000453854
Q9CA86	3702.AT1G79810.1
Q15477	9606.ENSP00000364543
Q9UHA3	9606.ENSP00000260443
Q6PST4	10116.ENSRNOP00000041993
O23300	3702.AT4G14440.1
Q14240	9606.ENSP00000326381
Q9C8G9	3702.AT1G30400.2
A0A287AS36	9823.ENSSSCP00000008231
P62268	10116.ENSRNOP00000022348
P62246	10116.ENSRNOP00000024678
Q63269	10116.ENSRNOP00000011516
Q9ZUM1	3702.AT2G02170.2
O95071	9606.ENSP00000429084
Q9UGR2	9606.ENSP00000345793
Q9S7Z2	3702.AT3G02140.1
Q7TPJ0	10116.ENSRNOP00000019040
Q94AM9	3702.AT3G14010.1
P98175	9606.ENSP00000328848
Q9ZP59	3702.AT1G76900.2
O80337	3702.AT4G17500.1
Q8W117	3702.AT1G73720.1
P16086	10116.ENSRNOP00000042382
Q5TB30	9606.ENSP00000412292
Q43725	3702.AT3G59760.1
Q5NIP5	177416.FTT_0021
Q8L7K4	3702.AT5G06410.1
Q8GXR1	3702.AT5G65540.1
Q949S5	3702.AT1G80110.1
F4KF65	3702.AT5G03070.1
P29147	10116.ENSRNOP00000002366
Q8WXW3	9606.ENSP00000317144
Q9UBK5	9606.ENSP00000246551
O81097	3702.AT1G54250.1
Q9SX22	3702.AT1G68590.1
Q05516	9606.ENSP00000338157
Q93VB2	3702.AT3G62770.1
Q71DI3	9606.ENSP00000333277
D3ZWV8	10116.ENSRNOP00000044001
P55061	9606.ENSP00000389277
Q5NIP6	177416.FTT_0020
Q9LFQ1	3702.AT5G15040.1
O22860	3702.AT2G43460.1
Q9SL70	3702.AT2G20110.2
Q0WRC9	3702.AT4G02740.1
P05765	10116.ENSRNOP00000042935
P54282	10116.ENSRNOP00000059641
Q13621	9606.ENSP00000379822
P21807	10116.ENSRNOP00000021010
Q94BT9	3702.AT1G66240.1
Q9LM84	3702.AT1G20700.1
Q941A6	3702.AT1G08480.1
Q9FGF5	3702.AT5G64780.1
P60123	10116.ENSRNOP00000018339
P05627	10090.ENSMUSP00000102711
D4ACA6	10116.ENSRNOP00000014158
Q9M591	3702.AT3G56940.1
P0C6C0	10116.ENSRNOP00000022281
Q9C8T1	3702.AT1G63270.1
O94851	9606.ENSP00000256186
Q9M374	3702.AT3G61630.1
Q9LET0	3702.AT3G56770.1
Q9FKY3	3702.AT5G65990.1
P93002	3702.AT1G64280.1
P08921	10116.ENSRNOP00000021268
Q9M7Q2	3702.AT3G19290.3
Q63416	10116.ENSRNOP00000023984
Q9FF99	3702.AT5G23810.1
Q5NGV7	177416.FTT_0721c
O04203	3702.AT2G40000.1
Q8GWI1	3702.AT5G12320.1
P46778	9606.ENSP00000346027
Q9C9N6	3702.AT1G66840.1
P14671	3702.AT5G54810.1
Q93ZX1	3702.AT1G21690.3
B1WBS4	10116.ENSRNOP00000064289
Q8VWF5	3702.AT1G29400.2
Q92796	9606.ENSP00000363480
Q5NH47	177416.FTT_0624
Q7Z4L9	9606.ENSP00000315035
O08962	10116.ENSRNOP00000013800
Q9LQ04	3702.AT1G63000.1
Q9SAU2	3702.AT5G61410.1
P92937	3702.AT5G01810.2
Q9NP50	9606.ENSP00000337477
Q9FVQ6	3702.AT1G32100.1
P08579	9606.ENSP00000246071
O60306	9606.ENSP00000156471
P23025	9606.ENSP00000364270
Q7FRS8	3702.AT4G33000.1
O04834	3702.AT4G02080.1
Q9LNC5	3702.AT1G06220.2
Q9NZB2	9606.ENSP00000277165
Q9SAH1	3702.AT1G80890.1
Q1G3N4	3702.AT3G55646.1
Q9XI46	3702.AT1G15220.2
F4J6A1	3702.AT3G11400.2
Q9FFV8	3702.AT5G38640.1
P62328	9606.ENSP00000370010
Q9SRL8	3702.AT3G11090.1
O35413	10116.ENSRNOP00000029182
Q39103	3702.AT1G15550.1
Q570C0	3702.AT3G62980.1
Q9C7G4	3702.AT1G72010.1
Q9LM25	3702.AT1G18260.1
Q9QUH6	10116.ENSRNOP00000044041
P49689	3702.AT2G19750.1
Q9LTK0	3702.AT5G52200.2
Q14562	9606.ENSP00000262415
Q5NH50	177416.FTT_0621
Q63584	10116.ENSRNOP00000010512
O80915	3702.AT2G38360.1
O80653	3702.AT1G77180.2
Q8H157	3702.AT1G69850.1
P19036	3702.AT3G46230.1
O23063	3702.AT4G00390.1
P40941	3702.AT5G13490.1
Q63357	10116.ENSRNOP00000004609
P11142	9606.ENSP00000432083
Q94JQ6	3702.AT5G64740.1
Q66H98	10116.ENSRNOP00000030025
Q9C8N7	3702.AT1G34390.1
Q9ES39	10116.ENSRNOP00000000029
Q9FPJ8	3702.AT5G54900.1
Q9LJ44	3702.AT3G21880.1
Q5XFX0	10116.ENSRNOP00000011208
P53610	10116.ENSRNOP00000004723
Q07100	3702.AT2G42500.1
Q93YR9	3702.AT4G30080.1
P07150	10116.ENSRNOP00000023664
Q03188	9606.ENSP00000273853
Q9FJH0	3702.AT5G60860.1
O82568	3702.AT3G25585.4
P83888	10116.ENSRNOP00000027370
Q13347	9606.ENSP00000362688
O88996	10116.ENSRNOP00000020409
P13832	10116.ENSRNOP00000021048
Q9FG38	3702.AT5G06140.1
Q9LFD5	3702.AT5G16840.2
Q16563	9606.ENSP00000011473
O22806	3702.AT2G33560.2
Q62636	10116.ENSRNOP00000009511
Q5NFJ3	177416.FTT_1241
Q5XF81	3702.AT5G42470.1
O81323	3702.AT4G00220.1
Q9NZ52	9606.ENSP00000438085
P63078	10090.ENSMUSP00000077314
Q9LVA4	3702.AT5G62350.1
P70478	10116.ENSRNOP00000027691
Q9C8Z9	3702.AT3G06590.2
Q6MGB5	10116.ENSRNOP00000000542
D3ZN27	10116.ENSRNOP00000015534
Q16665	9606.ENSP00000437955
Q9SIV3	3702.AT2G20570.2
Q6NLC8	3702.AT1G66480.1
O81223	3702.AT5G24270.2
Q84J43	3702.AT4G27750.1
P70569	10116.ENSRNOP00000019512
Q9C658	3702.AT1G26110.1
P63029	10116.ENSRNOP00000001383
B5DF89	10116.ENSRNOP00000021528
Q9LM78	3702.AT1G20760.1
Q9LX51	3702.AT3G59200.1
Q9S7U7	3702.AT3G01690.1
Q9ZV07	3702.AT2G39010.1
O08629	10116.ENSRNOP00000031061
F4KDH9	3702.AT5G58040.1
Q99598	9606.ENSP00000355599
D4A7D6	10116.ENSRNOP00000023544
Q9FGP7	3702.AT5G50480.1
Q9LQX5	3702.AT1G26780.2
O04336	3702.AT2G30590.1
P46933	10116.ENSRNOP00000024402
P16615	9606.ENSP00000440045
Q9LQZ5	3702.AT1G75520.1
P62425	10116.ENSRNOP00000006754
F4IED2	3702.AT1G32870.1
Q14118	9606.ENSP00000442600
Q94JX9	3702.AT3G49470.1
Q94JR6	3702.AT3G59930.1
B2GVM8	3702.AT1G24230.1
O82324	3702.AT2G14860.1
Q8RYD3	3702.AT3G11580.1
Q568Z4	10116.ENSRNOP00000064651
Q14554	9606.ENSP00000323313
Q9FZ54	3702.AT1G16950.1
P19804	10116.ENSRNOP00000003611
Q945P6	3702.AT2G24550.1
Q9FUZ2	3702.AT5G14660.1
Q8NI77	9606.ENSP00000263181
P84103	9606.ENSP00000362820
Q68FX0	10116.ENSRNOP00000009681
P31749	9606.ENSP00000451828
P70606	10116.ENSRNOP00000042517
Q84JF4	3702.AT2G22910.1
P09117	10116.ENSRNOP00000015535
Q940A7	3702.AT1G17440.1
P48000	3702.AT5G25220.1
C0LGG3	3702.AT1G51820.1
Q8L7H4	3702.AT4G17710.1
Q15776	9606.ENSP00000332750
C0LGW2	3702.AT5G59650.1
Q8LDM8	3702.AT1G07050.1
F1M8B7	10116.ENSRNOP00000000904
P68370	10116.ENSRNOP00000006322
A8MW92	9606.ENSP00000378784
Q9S7L6	3702.AT2G05230.1
D3ZKR9	10116.ENSRNOP00000022373
Q941L2	3702.AT3G61190.1
P26883	10090.ENSMUSP00000037206
P12814	9606.ENSP00000377941
P59277	3702.AT1G51740.1
Q9QZR5	10090.ENSMUSP00000124133
Q84K05	3702.AT1G54770.1
Q9UN86	9606.ENSP00000352738
P16884	10116.ENSRNOP00000011604
Q9Y5J1	9606.ENSP00000225298
A5PLL7	9606.ENSP00000360715
Q2LAE1	3702.AT1G77300.1
Q9FN03	3702.AT5G63860.1
P63170	10116.ENSRNOP00000061342
Q93ZH2	3702.AT1G72830.2
Q08163	10116.ENSRNOP00000018711
O88869	10116.ENSRNOP00000055632
F1RS11	9823.ENSSSCP00000006018
F1M9B2	10116.ENSRNOP00000002809
Q9SK91	3702.AT1G22490.1
P42158	3702.AT4G26100.1
Q569A6	10116.ENSRNOP00000028627
Q4KLN8	10116.ENSRNOP00000059852
C0LU16	3702.AT4G04780.1
Q5XI81	10116.ENSRNOP00000065667
F4JCU0	3702.AT3G54230.2
O80786	3702.AT2G07690.1
Q13813	9606.ENSP00000361824
Q94AX2	3702.AT5G39790.1
Q9STL4	3702.AT3G48340.1
P05062	9606.ENSP00000363988
Q9Z1W6	10116.ENSRNOP00000009989
P46690	3702.AT5G15230.1
P18616	3702.AT4G35800.1
Q6P6V0	10116.ENSRNOP00000029515
P33078	3702.AT1G15580.1
Q8CFN2	10116.ENSRNOP00000030928
Q8RXD3	3702.AT5G20910.1
Q9Z325	10116.ENSRNOP00000065111
Q93VD3	3702.AT1G30270.1
Q9SK67	3702.AT2G20350.1
P30183	3702.AT4G37490.1
P61586	9606.ENSP00000400175
Q84MC9	3702.AT4G40042.1
Q8W468	3702.AT1G65430.1
A0A1U8BTE0	10036.XP_005067403.1
P04632	9606.ENSP00000246533
Q8RWY0	3702.AT1G27690.1
Q9HCM3	9606.ENSP00000416040
Q9SL67	3702.AT2G20140.1
Q8VYR5	3702.AT4G35850.1
Q5XIG8	10116.ENSRNOP00000009923
O88767	10116.ENSRNOP00000024711
P42698	3702.AT1G30480.1
Q39067	3702.AT5G06150.1
P98171	9606.ENSP00000359045
Q9SB60	3702.AT4G24650.1
Q8GXX5	3702.AT4G00980.1
O04630	3702.AT5G26830.1
P12390	10116.ENSRNOP00000028200
O80959	3702.AT2G39220.1
Q9M205	3702.AT3G60550.1
Q9SCY3	3702.AT4G39710.1
P25269	3702.AT4G27070.1
Q4V8B7	10116.ENSRNOP00000020860
Q9SCL7	3702.AT3G57560.1
O65581	3702.AT4G26530.2
Q9FMR5	3702.AT5G22360.1
Q13838	9606.ENSP00000379475
P21276	3702.AT4G25100.1
Q17551	6239.C01B7.6
Q8LDC8	3702.AT3G23240.1
D3ZUV3	10116.ENSRNOP00000018022
Q62844	10116.ENSRNOP00000000733
P51974	10116.ENSRNOP00000033966
Q9SRT2	3702.AT3G07340.1
Q8L793	3702.AT1G54170.1
F4JY84	3702.AT5G25790.1
Q9STQ5	3702.AT4G26290.1
Q9H7B2	9606.ENSP00000402338
Q8L4X4	3702.AT5G41800.1
F7FF45	10116.ENSRNOP00000000474
Q99576	9606.ENSP00000361458
Q9JI51	10116.ENSRNOP00000058953
P18163	10116.ENSRNOP00000014235
P20942	10116.ENSRNOP00000003405
Q8RWU9	3702.AT4G24100.1
P55209	9606.ENSP00000477538
Q9S736	3702.AT3G07780.1
Q925S8	10116.ENSRNOP00000023395
Q9LVI4	3702.AT3G17860.1
O35826	10116.ENSRNOP00000019532
Q9LXG0	3702.AT5G15210.1
O49527	3702.AT4G18596.1
O49527	3702.AT4G18590.1
O49527	3702.AT4G18593.1
Q9LMX5	3702.AT1G13740.1
